# IKS4A1 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
91402480,693,-139,710,-43,284,-367
91407745,691,-137,709,-43,284,-367
91413011,691,-139,712,-43,284,-367
91418276,692,-139,711,-43,284,-367
91423540,691,-140,711,-43,284,-367
91428805,688,-139,712,-43,284,-367
91434069,692,-139,710,-43,284,-367
91439333,692,-139,710,-43,284,-367
91444598,693,-139,708,-43,284,-367
91450082,691,-138,711,-43,284,-367
91455347,690,-139,709,-39,280,-363
91460929,692,-137,708,-39,280,-363
91466193,694,-139,710,-39,280,-363
91471458,689,-138,710,-39,280,-363
91476722,694,-137,709,-39,280,-363
91481987,688,-136,711,-39,280,-363
91487251,691,-138,710,-39,280,-363
91492516,691,-139,712,-39,280,-363
91497780,693,-139,709,-39,280,-363
91503046,690,-139,709,-39,280,-363
91508310,692,-141,708,-39,280,-363
91513576,693,-137,712,-39,280,-363
91518841,692,-138,711,-39,280,-363
91524105,691,-139,708,-39,280,-363
91529370,689,-139,709,-39,280,-363
91534635,690,-139,709,-39,280,-363
91539900,692,-142,710,-39,280,-363
91545165,691,-139,711,-39,280,-363
91550647,692,-139,708,-39,280,-363
91555913,691,-137,711,-39,280,-363
91561177,692,-140,711,-39,280,-363
91566442,692,-138,711,-39,280,-363
91571706,692,-140,708,-39,280,-363
91576972,690,-139,713,-39,280,-363
91582236,692,-141,711,-39,280,-363
91587500,689,-140,712,-39,280,-363
91592765,692,-137,711,-39,280,-363
91598030,691,-138,712,-52,284,-371
91603612,691,-140,709,-52,284,-371
91608879,690,-139,708,-52,284,-371
91614143,691,-140,712,-52,284,-371
91619407,693,-139,711,-52,284,-371
91624672,691,-139,711,-52,284,-371
91629937,691,-138,713,-52,284,-371
91635201,690,-140,711,-52,284,-371
91640465,690,-138,711,-52,284,-371
91645948,692,-139,709,-52,284,-371
91651213,689,-139,710,-52,284,-371
91656477,691,-140,709,-52,284,-371
91661741,691,-138,714,-52,284,-371
91667006,693,-139,710,-52,284,-371
91672270,691,-140,714,-52,284,-371
91677535,691,-139,710,-52,284,-371
91682800,689,-139,706,-52,284,-371
91688065,691,-136,711,-52,284,-371
91693331,691,-141,712,-52,284,-371
91698596,693,-138,711,-52,284,-371
91703861,690,-141,710,-52,284,-371
91709126,693,-139,712,-52,284,-371
91714390,688,-142,711,-52,284,-371
91719655,688,-139,710,-52,284,-371
91724921,693,-142,712,-52,284,-371
91730185,690,-138,709,-52,284,-371
91735450,691,-139,708,-52,284,-371
91740714,691,-140,708,-35,293,-367
91746516,691,-138,708,-35,293,-367
91751781,691,-138,712,-35,293,-367
91757047,692,-140,709,-35,293,-367
91762311,692,-139,711,-35,293,-367
91767576,690,-140,709,-35,293,-367
91772841,691,-139,706,-35,293,-367
91778106,691,-137,711,-35,293,-367
91783370,690,-138,710,-35,293,-367
91788635,693,-140,709,-35,293,-367
91793901,687,-138,712,-35,293,-367
91799165,692,-140,713,-35,293,-367
91804429,690,-140,710,-35,293,-367
91809694,691,-140,710,-35,293,-367
91814961,692,-140,710,-35,293,-367
91820224,691,-138,713,-35,293,-367
91825489,691,-139,711,-35,293,-367
91830753,691,-141,709,-35,293,-367
91836018,687,-138,709,-35,293,-367
91841501,692,-140,709,-35,293,-367
91846766,691,-139,714,-35,293,-367
91852031,693,-138,714,-35,293,-367
91857295,693,-139,710,-35,293,-367
91862560,692,-137,710,-35,293,-367
91867825,691,-138,713,-35,293,-367
91873089,691,-142,711,-35,293,-367
91878354,693,-137,711,-48,275,-358
91883937,692,-144,709,-48,275,-358
91889201,693,-139,712,-48,275,-358
91894465,690,-139,711,-48,275,-358
91899730,692,-139,710,-48,275,-358
91904995,692,-141,709,-48,275,-358
91910260,691,-139,711,-48,275,-358
91915525,691,-137,709,-48,275,-358
91920789,692,-139,711,-48,275,-358
91926054,695,-138,712,-48,275,-358
91931318,690,-138,711,-48,275,-358
91936583,693,-139,706,-48,275,-358
91942067,691,-138,713,-48,275,-358
91947331,691,-137,710,-48,275,-358
91952596,694,-140,709,-48,275,-358
91957861,693,-138,709,-48,275,-358
91963126,691,-139,710,-48,275,-358
91968390,692,-139,713,-48,275,-358
91973655,692,-137,711,-48,275,-358
91978920,690,-142,708,-48,275,-358
91984185,691,-139,710,-48,275,-358
91989449,692,-139,708,-48,275,-358
91994713,690,-136,708,-48,275,-358
91999979,691,-137,713,-48,275,-358
92005243,693,-139,709,-48,275,-358
92010507,690,-138,707,-48,275,-358
92015771,692,-141,708,-43,293,-376
92042992,691,-139,712,-43,293,-376
92048257,690,-138,710,-43,293,-376
92053522,691,-141,711,-43,293,-376
92058787,693,-141,710,-43,293,-376
92064051,692,-138,711,-43,293,-376
92069315,691,-139,712,-43,293,-376
92074581,690,-139,709,-43,293,-376
92079846,690,-139,710,-43,293,-376
92085110,691,-138,709,-43,293,-376
92090374,692,-140,710,-43,293,-376
92095639,691,-143,710,-43,293,-376
92100904,691,-137,710,-43,293,-376
92106169,693,-140,711,-43,293,-376
92111434,690,-140,709,-43,293,-376
92116699,691,-137,708,-43,293,-376
92121964,691,-139,710,-43,293,-376
92127228,691,-141,712,-43,293,-376
92132492,693,-138,712,-43,293,-376
92137976,689,-139,708,-43,293,-376
92143241,692,-138,711,-43,293,-376
92148505,691,-137,710,-43,293,-376
92153770,692,-138,708,-43,293,-376
92159035,694,-138,711,-43,293,-376
92164299,693,-140,712,-39,288,-367
92169881,689,-139,708,-39,288,-367
92175146,693,-137,711,-39,288,-367
92180411,692,-136,707,-39,288,-367
92185676,692,-137,710,-39,288,-367
92190941,689,-137,712,-39,288,-367
92196206,694,-141,708,-39,288,-367
92201469,693,-139,710,-39,288,-367
92206734,690,-138,709,-39,288,-367
92211998,692,-137,710,-39,288,-367
92217262,690,-139,711,-39,288,-367
92222527,694,-140,712,-39,288,-367
92227792,692,-137,709,-39,288,-367
92233275,692,-142,708,-39,288,-367
92238540,691,-139,709,-39,288,-367
92243805,690,-140,709,-39,288,-367
92249070,690,-139,711,-39,288,-367
92254334,688,-139,711,-39,288,-367
92259599,691,-137,710,-39,288,-367
92264865,693,-137,710,-39,288,-367
92270130,692,-139,708,-39,288,-367
92275394,689,-141,713,-39,288,-367
92280658,690,-140,709,-39,288,-367
92285924,692,-137,711,-39,288,-367
92291188,691,-140,711,-39,288,-367
92296453,694,-140,712,-39,288,-367
92301717,692,-140,710,-52,293,-358
92307300,690,-140,711,-52,293,-358
92312565,693,-137,709,-52,293,-358
92317831,691,-138,711,-52,293,-358
92323095,689,-138,709,-52,293,-358
92328359,692,-140,707,-52,293,-358
92333843,690,-140,710,-52,293,-358
92339107,692,-139,714,-52,293,-358
92344371,689,-139,708,-52,293,-358
92349636,691,-140,710,-52,293,-358
92354902,692,-141,709,-52,293,-358
92360167,692,-141,712,-52,293,-358
92365431,695,-139,711,-52,293,-358
92370696,691,-138,709,-52,293,-358
92375961,692,-139,710,-52,293,-358
92381225,689,-139,710,-52,293,-358
92386489,691,-137,709,-52,293,-358
92391753,692,-140,710,-52,293,-358
92397018,690,-140,710,-52,293,-358
92402475,692,-140,709,-52,293,-358
92407741,692,-141,712,-52,293,-358
92413006,691,-139,708,-52,293,-358
92418270,690,-139,712,-52,293,-358
92423535,690,-140,711,-52,293,-358
92429018,691,-140,707,-52,293,-358
92434283,689,-140,709,-52,293,-358
92439548,694,-139,710,-52,293,-358
92444813,692,-138,711,-35,288,-367
92450395,692,-138,708,-35,288,-367
92455660,693,-139,712,-35,288,-367
92460926,690,-140,712,-35,288,-367
92466190,693,-141,708,-35,288,-367
92471454,693,-138,713,-35,288,-367
92476719,692,-139,710,-35,288,-367
92481984,690,-140,711,-35,288,-367
92487248,690,-139,713,-35,288,-367
92492514,691,-140,711,-35,288,-367
92497779,690,-140,709,-35,288,-367
92503044,692,-138,711,-35,288,-367
92508308,693,-140,709,-35,288,-367
92513573,691,-137,711,-35,288,-367
92518838,693,-140,709,-35,288,-367
92524103,693,-141,710,-35,288,-367
92529586,693,-139,709,-35,288,-367
92534851,693,-137,709,-35,288,-367
92540116,690,-139,709,-35,288,-367
92545380,691,-140,711,-35,288,-367
92550645,692,-135,710,-35,288,-367
92555911,691,-140,709,-35,288,-367
92561176,692,-141,711,-35,288,-367
92566440,690,-142,713,-35,288,-367
92571705,692,-140,711,-35,288,-367
92576971,689,-139,712,-35,288,-367
92582235,693,-138,712,-35,288,-367
92587499,691,-138,708,-43,284,-371
92593082,689,-139,709,-43,284,-371
92598347,690,-138,709,-43,284,-371
92603611,691,-142,711,-43,284,-371
92608879,689,-142,710,-43,284,-371
92614144,693,-139,709,-43,284,-371
92619408,690,-140,710,-43,284,-371
92624892,691,-138,712,-43,284,-371
92630157,693,-137,711,-43,284,-371
92635422,695,-138,711,-43,284,-371
92640686,690,-139,713,-43,284,-371
92645951,693,-136,712,-43,284,-371
92651215,692,-141,709,-43,284,-371
92656480,691,-137,711,-43,284,-371
92661745,690,-142,710,-43,284,-371
92667011,691,-141,711,-43,284,-371
92672274,692,-139,709,-43,284,-371
92677539,691,-139,709,-43,284,-371
92682804,691,-139,712,-43,284,-371
92688069,691,-141,711,-43,284,-371
92693333,692,-140,708,-43,284,-371
92698598,695,-138,711,-43,284,-371
92703863,690,-137,710,-43,284,-371
92709128,692,-139,708,-43,284,-371
92714392,695,-139,710,-43,284,-371
92719657,693,-139,707,-43,284,-371
92725141,691,-137,709,-43,284,-371
92730405,689,-139,709,-48,280,-358
92735988,689,-139,708,-48,280,-358
92741252,692,-139,713,-48,280,-358
92746516,694,-137,712,-48,280,-358
92751782,692,-141,710,-48,280,-358
92757046,689,-138,711,-48,280,-358
92762311,692,-140,711,-48,280,-358
92767577,692,-140,709,-48,280,-358
92772841,693,-138,711,-48,280,-358
92778106,693,-140,712,-48,280,-358
92783370,689,-139,709,-48,280,-358
92788635,689,-139,711,-48,280,-358
92793900,690,-139,710,-48,280,-358
92799165,690,-140,711,-48,280,-358
92804429,693,-140,712,-48,280,-358
92809693,691,-137,709,-48,280,-358
92814959,692,-140,710,-48,280,-358
92820222,689,-139,712,-48,280,-358
92825705,692,-140,711,-48,280,-358
92830970,690,-139,713,-48,280,-358
92836235,692,-140,711,-48,280,-358
92841499,691,-136,710,-48,280,-358
92846763,690,-137,711,-48,280,-358
92852027,690,-137,709,-48,280,-358
92857291,689,-139,710,-48,280,-358
92862557,692,-139,709,-48,280,-358
92867821,692,-138,713,-48,284,-358
92873404,693,-139,709,-48,284,-358
92878669,691,-138,712,-48,284,-358
92883935,693,-140,711,-48,284,-358
92889199,692,-137,710,-48,284,-358
92894463,692,-140,710,-48,284,-358
92899727,690,-138,710,-48,284,-358
92904992,693,-138,713,-48,284,-358
92910256,693,-137,709,-48,284,-358
92915520,691,-138,709,-48,284,-358
92921004,690,-140,709,-48,284,-358
92926268,691,-140,709,-48,284,-358
92931532,691,-138,712,-48,284,-358
92936798,689,-139,711,-48,284,-358
92942063,692,-140,711,-48,284,-358
92947328,688,-140,711,-48,284,-358
92952593,691,-138,709,-48,284,-358
92957857,689,-138,710,-48,284,-358
92963121,690,-136,712,-48,284,-358
92968386,690,-138,713,-48,284,-358
92973652,690,-142,709,-48,284,-358
92978918,694,-141,711,-48,284,-358
92984183,688,-138,707,-48,284,-358
92989447,691,-139,710,-48,284,-358
92994711,692,-139,711,-48,284,-358
92999977,691,-139,709,-48,284,-358
93005240,692,-138,706,-48,284,-358
93010505,690,-141,711,-43,284,-367
93016088,691,-138,711,-43,284,-367
93043673,691,-141,709,-43,284,-367
93048938,693,-142,708,-43,284,-367
93054202,693,-140,711,-43,284,-367
93059466,690,-138,708,-43,284,-367
93064731,693,-140,709,-43,284,-367
93069996,692,-139,711,-43,284,-367
93075260,691,-139,709,-43,284,-367
93080526,691,-140,711,-43,284,-367
93085791,688,-139,710,-43,284,-367
93091056,689,-140,709,-43,284,-367
93096320,691,-137,711,-43,284,-367
93101586,691,-140,711,-43,284,-367
93106851,690,-139,713,-43,284,-367
93112116,690,-138,711,-43,284,-367
93117599,694,-137,709,-43,284,-367
93122865,691,-138,711,-43,284,-367
93128130,692,-140,709,-43,284,-367
93133395,690,-140,707,-43,284,-367
93138660,689,-137,712,-43,284,-367
93143925,691,-138,711,-43,284,-367
93149190,691,-139,710,-43,284,-367
93154454,693,-141,710,-48,288,-371
93160037,691,-138,710,-48,288,-371
93165301,691,-138,711,-48,288,-371
93170566,690,-137,712,-48,288,-371
93175831,691,-137,708,-48,288,-371
93181096,691,-138,710,-48,288,-371
93186359,690,-138,709,-48,288,-371
93191624,692,-140,713,-48,288,-371
93196890,693,-141,711,-48,288,-371
93202154,691,-138,710,-48,288,-371
93207419,692,-137,710,-48,288,-371
93212684,692,-139,709,-48,288,-371
93218169,690,-139,710,-48,288,-371
93223433,690,-137,711,-48,288,-371
93228698,691,-140,711,-48,288,-371
93233963,692,-138,711,-48,288,-371
93239227,691,-140,711,-48,288,-371
93244491,691,-141,711,-48,288,-371
93249756,690,-139,712,-48,288,-371
93255021,689,-141,714,-48,288,-371
93260285,692,-141,713,-48,288,-371
93265550,692,-141,712,-48,288,-371
93270815,689,-140,710,-48,288,-371
93276080,693,-140,710,-48,288,-371
93281344,692,-140,712,-48,288,-371
93286610,692,-138,710,-48,288,-371
93291875,691,-142,710,-52,284,-367
93297457,689,-139,709,-52,284,-367
93302722,692,-139,710,-52,284,-367
93307987,692,-140,707,-52,284,-367
93313469,693,-137,709,-52,284,-367
93318734,690,-141,707,-52,284,-367
93323998,690,-138,707,-52,284,-367
93329262,689,-137,711,-52,284,-367
93334527,693,-139,713,-52,284,-367
93339792,692,-140,712,-52,284,-367
93345056,691,-136,713,-52,284,-367
93350320,690,-142,709,-52,284,-367
93355585,691,-137,711,-52,284,-367
93360850,695,-138,710,-52,284,-367
93366115,691,-140,712,-52,284,-367
93371380,691,-138,711,-52,284,-367
93376645,693,-139,710,-52,284,-367
93381911,693,-138,709,-52,284,-367
93387177,694,-137,710,-52,284,-367
93392441,690,-137,709,-52,284,-367
93397706,690,-139,711,-52,284,-367
93402971,691,-139,708,-52,284,-367
93408235,693,-139,711,-52,284,-367
93413717,691,-139,710,-52,284,-367
93418983,693,-137,715,-52,284,-367
93424247,690,-139,709,-52,284,-367
93429512,690,-138,711,-52,284,-367
93434970,692,-140,713,-39,280,-363
93440553,691,-139,714,-39,280,-363
93445818,690,-139,709,-39,280,-363
93451083,693,-141,710,-39,280,-363
93456347,691,-139,709,-39,280,-363
93461612,691,-138,710,-39,280,-363
93466877,692,-140,709,-39,280,-363
93472141,693,-139,710,-39,280,-363
93477405,691,-138,711,-39,280,-363
93482670,689,-138,712,-39,280,-363
93487935,692,-138,709,-39,280,-363
93493200,691,-140,709,-39,280,-363
93498464,692,-138,712,-39,280,-363
93503729,690,-138,711,-39,280,-363
93509213,693,-141,711,-39,280,-363
93514477,691,-138,711,-39,280,-363
93519742,694,-140,710,-39,280,-363
93525007,690,-139,709,-39,280,-363
93530273,689,-140,712,-39,280,-363
93535538,693,-139,712,-39,280,-363
93540803,691,-138,710,-39,280,-363
93546068,693,-141,711,-39,280,-363
93551332,691,-138,709,-39,280,-363
93556597,692,-140,710,-39,280,-363
93561862,690,-139,711,-39,280,-363
93567127,693,-137,710,-39,280,-363
93572391,690,-140,709,-39,280,-363
93577656,692,-139,710,-39,280,-363
93583239,692,-140,714,-39,280,-363
93588504,692,-140,709,-39,280,-363
93593768,690,-138,710,-39,280,-363
93599034,691,-137,710,-39,280,-363
93604298,691,-141,710,-39,280,-363
93609781,689,-140,710,-39,280,-363
93615046,691,-138,711,-39,280,-363
93620310,691,-137,710,-39,280,-363
93625576,691,-137,710,-39,280,-363
93630841,688,-142,708,-39,280,-363
93636105,692,-139,708,-39,280,-363
93641370,692,-139,707,-39,280,-363
93646635,691,-137,710,-39,280,-363
93651900,693,-136,709,-39,280,-363
93657165,692,-139,710,-39,280,-363
93662429,692,-140,710,-39,280,-363
93667693,691,-139,709,-39,280,-363
93672959,692,-140,711,-39,280,-363
93678222,692,-139,709,-39,280,-363
93683487,694,-139,710,-39,280,-363
93688752,691,-137,712,-39,280,-363
93694017,693,-139,710,-39,280,-363
93699280,690,-137,712,-39,280,-363
93704764,690,-138,711,-39,280,-363
93710030,691,-138,713,-39,280,-363
93715294,693,-136,714,-39,280,-363
93720558,690,-138,710,-39,288,-363
93726142,689,-139,710,-39,288,-363
93731406,693,-138,709,-39,288,-363
93736671,691,-139,708,-39,288,-363
93741936,693,-139,714,-39,288,-363
93747200,690,-139,710,-39,288,-363
93752464,692,-142,711,-39,288,-363
93757728,692,-138,711,-39,288,-363
93762993,691,-141,712,-39,288,-363
93768258,692,-139,712,-39,288,-363
93773523,692,-136,709,-39,288,-363
93778787,692,-140,709,-39,288,-363
93784052,691,-139,709,-39,288,-363
93789316,693,-141,710,-39,288,-363
93794581,691,-140,709,-39,288,-363
93799846,692,-139,709,-39,288,-363
93805329,693,-138,709,-39,288,-363
93810595,691,-139,710,-39,288,-363
93815860,691,-139,713,-39,288,-363
93821125,693,-140,711,-39,288,-363
93826389,689,-137,712,-39,288,-363
93831654,689,-139,710,-39,288,-363
93836919,691,-139,709,-39,288,-363
93842184,693,-139,712,-39,288,-363
93847449,692,-138,709,-39,288,-363
93852713,689,-142,710,-39,288,-363
93857978,692,-142,711,-43,280,-363
93863560,692,-138,707,-43,280,-363
93868825,692,-138,713,-43,280,-363
93874089,691,-138,710,-43,280,-363
93879354,692,-138,712,-43,280,-363
93884619,691,-138,710,-43,280,-363
93889884,691,-141,708,-43,280,-363
93895149,691,-139,710,-43,280,-363
93900632,688,-139,715,-43,280,-363
93905898,689,-140,710,-43,280,-363
93911164,691,-139,710,-43,280,-363
93916428,690,-138,711,-43,280,-363
93921693,692,-138,708,-43,280,-363
93926958,688,-140,713,-43,280,-363
93932222,691,-137,713,-43,280,-363
93937487,691,-138,712,-43,280,-363
93942751,691,-140,711,-43,280,-363
93948015,691,-137,708,-43,280,-363
93953279,693,-138,710,-43,280,-363
93958544,691,-140,710,-43,280,-363
93963809,690,-141,708,-43,280,-363
93969074,691,-141,710,-43,280,-363
93974338,691,-139,710,-43,280,-363
93979604,693,-141,709,-43,280,-363
93984869,691,-138,708,-43,280,-363
93990134,690,-137,712,-43,280,-363
93995398,693,-139,711,-43,280,-363
94000881,692,-140,709,-48,284,-363
94006464,692,-140,711,-48,284,-363
94011729,690,-136,712,-48,284,-363
94016995,692,-139,707,-48,284,-363
94044455,691,-140,711,-48,284,-363
94049721,689,-141,712,-48,284,-363
94054986,691,-141,710,-48,284,-363
94060250,689,-141,709,-48,284,-363
94065515,690,-141,710,-48,284,-363
94070780,689,-142,710,-48,284,-363
94076045,691,-139,710,-48,284,-363
94081309,691,-139,709,-48,284,-363
94086575,690,-137,711,-48,284,-363
94091840,689,-139,711,-48,284,-363
94097323,691,-138,706,-48,284,-363
94102588,691,-137,711,-48,284,-363
94107855,692,-139,709,-48,284,-363
94113120,691,-141,710,-48,284,-363
94118385,692,-142,710,-48,284,-363
94123650,694,-139,711,-48,284,-363
94128917,692,-139,708,-48,284,-363
94134181,690,-140,711,-48,284,-363
94139446,691,-138,712,-48,284,-363
94144711,693,-139,710,-39,288,-371
94150294,692,-138,711,-39,288,-371
94155559,690,-137,708,-39,288,-371
94160824,693,-138,710,-39,288,-371
94166088,690,-137,710,-39,288,-371
94171352,691,-136,709,-39,288,-371
94176617,691,-139,713,-39,288,-371
94181885,694,-142,710,-39,288,-371
94187149,691,-137,711,-39,288,-371
94192414,694,-141,707,-39,288,-371
94197897,688,-134,709,-39,288,-371
94203162,692,-139,710,-39,288,-371
94208427,692,-141,710,-39,288,-371
94213692,692,-139,707,-39,288,-371
94218958,694,-139,710,-39,288,-371
94224222,692,-139,711,-39,288,-371
94229487,692,-139,711,-39,288,-371
94234752,693,-139,709,-39,288,-371
94240017,691,-139,712,-39,288,-371
94245280,689,-137,711,-39,288,-371
94250545,691,-138,707,-39,288,-371
94255810,692,-140,709,-39,288,-371
94261074,692,-139,712,-39,288,-371
94266339,692,-141,710,-39,288,-371
94271604,690,-138,710,-39,288,-371
94276869,691,-140,711,-39,288,-371
94282134,691,-138,710,-43,288,-367
94287716,691,-139,712,-43,288,-367
94293199,691,-139,710,-43,288,-367
94298464,691,-139,713,-43,288,-367
94303728,691,-139,712,-43,288,-367
94308993,690,-139,710,-43,288,-367
94314259,690,-138,712,-43,288,-367
94319524,690,-138,709,-43,288,-367
94324788,692,-138,712,-43,288,-367
94330054,689,-139,711,-43,288,-367
94335317,693,-143,708,-43,288,-367
94340582,689,-138,711,-43,288,-367
94345847,692,-138,708,-43,288,-367
94351112,691,-138,709,-43,288,-367
94356376,693,-138,709,-43,288,-367
94361641,692,-138,709,-43,288,-367
94366907,693,-139,709,-43,288,-367
94372171,694,-138,711,-43,288,-367
94377436,693,-140,709,-43,288,-367
94382700,691,-140,708,-43,288,-367
94387966,691,-139,710,-43,288,-367
94393449,691,-138,711,-43,288,-367
94398713,693,-140,712,-43,288,-367
94403978,689,-139,711,-43,288,-367
94409242,693,-139,710,-43,288,-367
94414506,695,-140,712,-43,288,-367
94419771,695,-142,714,-43,288,-367
94425036,690,-139,709,-39,280,-371
94430618,692,-138,710,-39,280,-371
94435884,689,-139,710,-39,280,-371
94441149,693,-137,712,-39,280,-371
94446414,691,-139,710,-39,280,-371
94451679,694,-140,709,-39,280,-371
94456946,692,-139,716,-39,280,-371
94462211,691,-140,710,-39,280,-371
94467475,692,-140,709,-39,280,-371
94472934,691,-138,709,-39,280,-371
94478198,692,-138,710,-39,280,-371
94483464,689,-136,712,-39,280,-371
94488948,692,-139,710,-39,280,-371
94494212,693,-140,712,-39,280,-371
94499477,688,-139,713,-39,280,-371
94504741,689,-140,711,-39,280,-371
94510007,687,-138,709,-39,280,-371
94515271,691,-137,707,-39,280,-371
94520536,689,-139,711,-39,280,-371
94525801,693,-139,709,-39,280,-371
94531065,691,-138,712,-39,280,-371
94536330,690,-139,712,-39,280,-371
94541595,694,-138,708,-39,280,-371
94546860,690,-140,713,-39,280,-371
94552125,692,-136,709,-39,280,-371
94557389,691,-136,709,-39,280,-371
94562654,688,-141,712,-39,280,-371
94567920,690,-140,709,-43,293,-367
94573502,692,-139,709,-43,293,-367
94578767,691,-139,711,-43,293,-367
94584032,692,-137,711,-43,293,-367
94589515,691,-138,710,-43,293,-367
94594780,691,-139,710,-43,293,-367
94600045,691,-140,712,-43,293,-367
94605309,693,-137,711,-43,293,-367
94610574,691,-140,711,-43,293,-367
94615840,689,-140,711,-43,293,-367
94621104,691,-137,711,-43,293,-367
94626368,690,-139,710,-43,293,-367
94631633,691,-141,707,-43,293,-367
94636899,692,-138,711,-43,293,-367
94642165,691,-141,713,-43,293,-367
94647429,690,-140,708,-43,293,-367
94652694,691,-140,711,-43,293,-367
94657959,696,-140,711,-43,293,-367
94663223,689,-139,709,-43,293,-367
94668488,691,-142,710,-43,293,-367
94673753,695,-140,709,-43,293,-367
94679017,693,-139,711,-43,293,-367
94684500,690,-135,710,-43,293,-367
94689764,691,-139,710,-43,293,-367
94695030,690,-137,712,-43,293,-367
94700294,692,-141,709,-43,293,-367
94705559,691,-140,710,-39,280,-363
94711142,691,-140,709,-39,280,-363
94716405,692,-138,709,-39,280,-363
94721670,691,-138,710,-39,280,-363
94726935,691,-140,712,-39,280,-363
94732199,691,-141,711,-39,280,-363
94737463,690,-141,708,-39,280,-363
94742727,693,-137,709,-39,280,-363
94747993,691,-138,711,-39,280,-363
94753258,693,-138,711,-39,280,-363
94758523,691,-141,710,-39,280,-363
94763788,691,-141,710,-39,280,-363
94769052,690,-142,711,-39,280,-363
94774316,692,-137,711,-39,280,-363
94779581,690,-140,709,-39,280,-363
94785065,689,-140,710,-39,280,-363
94790329,690,-138,709,-39,280,-363
94795595,691,-139,709,-39,280,-363
94800860,693,-139,712,-39,280,-363
94806125,689,-140,710,-39,280,-363
94811390,691,-141,709,-39,280,-363
94816655,691,-139,714,-39,280,-363
94821920,693,-139,712,-39,280,-363
94827185,690,-137,712,-39,280,-363
94832449,694,-141,711,-39,280,-363
94837713,691,-140,711,-39,280,-363
94842979,693,-138,712,-39,280,-363
94848244,691,-138,710,-39,288,-363
94853826,691,-139,711,-39,288,-363
94859090,691,-140,712,-39,288,-363
94864354,688,-140,713,-39,288,-363
94869619,691,-139,712,-39,288,-363
94874885,693,-139,712,-39,288,-363
94880150,692,-139,709,-39,288,-363
94885633,692,-138,711,-39,288,-363
94890899,691,-138,712,-39,288,-363
94896163,689,-139,710,-39,288,-363
94901428,693,-139,710,-39,288,-363
94906692,692,-137,711,-39,288,-363
94911957,693,-139,710,-39,288,-363
94917221,693,-137,712,-39,288,-363
94922487,690,-138,710,-39,288,-363
94927751,690,-137,711,-39,288,-363
94933016,691,-139,710,-39,288,-363
94938280,691,-140,711,-39,288,-363
94943545,691,-138,709,-39,288,-363
94948810,695,-141,708,-39,288,-363
94954075,689,-137,711,-39,288,-363
94959339,691,-141,709,-39,288,-363
94964604,690,-139,707,-39,288,-363
94969869,692,-140,711,-39,288,-363
94975134,691,-139,710,-39,288,-363
94980617,690,-138,710,-39,288,-363
94985883,692,-138,709,-39,288,-363
94991147,690,-140,710,-52,288,-363
94996730,692,-137,709,-52,288,-363
95001994,691,-139,710,-52,288,-363
95007259,691,-141,712,-52,288,-363
95012524,692,-137,708,-52,288,-363
95017788,691,-138,712,-52,288,-363
95044455,692,-140,710,-52,288,-363
95049721,690,-139,712,-52,288,-363
95054985,694,-140,710,-52,288,-363
95060250,693,-139,706,-52,288,-363
95065515,691,-139,709,-52,288,-363
95070780,691,-138,710,-52,288,-363
95076045,690,-140,710,-52,288,-363
95081528,688,-140,709,-52,288,-363
95086793,690,-140,711,-52,288,-363
95092058,689,-138,710,-52,288,-363
95097322,690,-138,710,-52,288,-363
95102587,694,-138,710,-52,288,-363
95107852,689,-139,711,-52,288,-363
95113116,690,-138,711,-52,288,-363
95118380,695,-142,710,-52,288,-363
95123645,694,-137,711,-52,288,-363
95128911,691,-135,710,-52,288,-363
95134175,692,-138,708,-39,293,-363
95139757,693,-141,709,-39,293,-363
95145021,691,-138,713,-39,293,-363
95150286,694,-138,711,-39,293,-363
95155551,692,-139,711,-39,293,-363
95160816,690,-139,711,-39,293,-363
95166081,690,-139,710,-39,293,-363
95171346,691,-137,711,-39,293,-363
95176829,692,-140,710,-39,293,-363
95182094,690,-137,714,-39,293,-363
95187358,691,-140,708,-39,293,-363
95192622,691,-140,711,-39,293,-363
95197888,693,-139,708,-39,293,-363
95203152,689,-135,709,-39,293,-363
95208417,692,-139,709,-39,293,-363
95213682,692,-138,713,-39,293,-363
95218947,688,-141,711,-39,293,-363
95224211,691,-139,707,-39,293,-363
95229476,688,-139,709,-39,293,-363
95234740,691,-140,712,-39,293,-363
95240004,693,-138,712,-39,293,-363
95245268,691,-137,710,-39,293,-363
95250533,692,-140,710,-39,293,-363
95255798,694,-138,710,-39,293,-363
95261063,693,-142,710,-39,293,-363
95266327,690,-140,713,-39,293,-363
95271593,693,-141,711,-39,275,-363
95277394,692,-140,711,-39,275,-363
95282660,690,-140,710,-39,275,-363
95287925,693,-139,713,-39,275,-363
95293189,691,-139,712,-39,275,-363
95298454,691,-141,711,-39,275,-363
95303719,690,-138,711,-39,275,-363
95308984,690,-136,708,-39,275,-363
95314249,691,-140,710,-39,275,-363
95319513,691,-139,706,-39,275,-363
95324778,693,-137,712,-39,275,-363
95330042,688,-139,710,-39,275,-363
95335306,693,-140,709,-39,275,-363
95340571,691,-140,708,-39,275,-363
95345836,694,-140,710,-39,275,-363
95351100,693,-141,712,-39,275,-363
95356365,692,-137,710,-39,275,-363
95361631,693,-140,712,-39,275,-363
